662	755	757
697	744	681
826	777	767
780	828	918
681	724	692
270	300	271
498	528	499
527	528	498
467	437	466
40	41	12
41	40	70
74	103	75
75	45	74
185	156	155
185	186	156
904	903	840
10	11	821
754	712	676
302	273	272
564	594	565
216	188	187
255	254	283
225	254	255
300	328	329
358	329	328
689	671	636
394	423	424
424	395	394
423	451	452
101	100	130
96	125	126
783	830	779
97	69	68
871	908	813
597	568	567
830	783	860
817	860	783
714	650	743
128	157	129
129	99	128
794	857	841
445	444	474
795	826	914
661	698	691
885	840	764
864	13	14
13	42	14
893	824	794
897	893	794
73	101	102
643	689	713
876	805	832
874	903	862
904	862	903
563	564	535
535	534	563
846	852	909
677	647	678
650	616	668
876	773	888
216	245	246
67	68	38
421	391	420
901	823	852
901	873	823
310	281	280
311	281	310
72	42	71
124	95	94
94	95	66
280	309	310
867	13	864
17	18	871
17	46	18
524	553	525
874	812	903
71	42	41
42	13	41
592	591	633
216	187	215
186	215	187
11	12	764
12	11	40
910	899	841
841	899	839
855	807	796
911	855	796
822	776	803
822	803	842
915	902	898
817	783	824
666	722	648
855	840	885
896	898	902
155	156	127
852	846	849
757	625	662
911	904	855
616	717	670
618	744	697
813	905	895
895	871	813
617	611	758
98	127	128
98	97	127
761	628	710
506	535	536
665	747	711
748	685	615
730	634	727
96	97	68
626	664	752
626	752	646
38	39	10
39	11	10
717	616	737
388	418	389
360	388	389
274	304	275
596	691	597
98	99	70
128	99	98
32	33	4
440	441	412
412	411	440
136	106	135
741	660	659
484	512	513
513	512	542
540	511	510
482	510	511
384	385	356
710	736	761
329	330	301
301	330	302
834	845	808
537	508	507
702	672	648
429	399	428
594	706	688
682	630	726
664	656	609
656	664	716
278	307	308
336	308	307
477	478	448
672	761	736
543	542	571
542	570	571
544	545	515
711	691	663
718	600	599
699	737	616
699	616	650
304	274	303
674	680	713
689	670	717
711	661	691
716	664	731
755	723	761
755	662	723
637	693	732
599	600	570
736	683	666
450	480	451
481	451	480
750	757	702
669	635	756
646	669	756
459	458	488
458	459	430
667	612	631
707	733	734
707	734	614
580	581	551
612	678	647
812	9	10
10	821	812
679	716	647
15	43	44
44	43	73
680	627	642
634	627	680
635	705	756
599	570	569
543	544	514
544	543	572
502	532	503
738	696	679
719	749	619
864	835	867
624	598	698
829	918	879
530	559	531
531	501	530
365	336	335
387	359	358
359	329	358
452	451	481
615	611	613
532	531	560
531	532	502
446	475	476
446	445	475
433	432	461
730	719	627
906	784	772
608	580	579
753	708	584
840	855	904
39	40	11
807	850	796
850	910	796
360	389	361
331	360	361
537	565	566
416	417	387
546	574	575
604	575	574
143	114	113
114	143	144
388	387	417
387	388	359
362	332	361
610	727	703
861	830	869
731	647	716
647	731	612
417	446	418
446	417	445
696	738	675
579	580	551
715	687	645
584	708	585
410	409	438
380	409	410
43	14	42
672	702	757
862	875	779
113	85	84
126	154	155
523	522	551
493	522	523
245	216	215
245	215	244
109	81	80
80	81	51
623	690	625
760	625	690
334	363	364
392	364	363
769	777	872
417	418	388
311	312	282
312	311	340
663	758	711
665	711	758
541	542	512
542	541	570
863	819	883
863	883	798
475	474	503
755	761	672
728	606	638
305	275	304
406	435	407
794	781	857
806	887	811
552	582	553
552	553	524
501	502	473
472	501	473
915	806	811
790	832	805
790	805	891
792	816	769
902	863	896
333	305	304
381	410	411
411	410	439
852	823	766
205	204	234
204	233	234
898	806	915
866	889	791
759	675	738
305	276	275
247	275	276
575	604	605
540	541	511
541	540	569
719	759	749
485	513	514
543	514	513
873	825	789
187	158	157
158	129	157
125	124	153
125	95	124
596	567	566
596	597	567
764	821	11
813	770	912
41	70	71
99	71	70
224	253	254
225	224	254
43	72	73
773	784	906
86	58	57
86	115	58
163	162	192
163	134	162
526	527	497
677	722	679
879	768	834
834	808	879
685	732	615
685	637	732
612	735	631
667	750	678
24	25	788
588	559	558
559	530	558
317	345	346
317	346	318
651	673	631
670	689	636
113	114	85
114	86	85
750	623	625
750	667	623
399	398	428
427	428	398
490	519	491
546	547	517
707	635	669
707	728	635
673	658	725
763	745	630
646	641	669
589	590	560
636	744	670
573	603	574
574	603	604
713	689	717
754	703	712
477	506	478
748	643	642
494	495	466
465	494	466
529	528	557
673	667	631
604	603	658
739	621	712
733	657	734
790	858	820
416	445	417
739	695	751
686	734	657
409	408	437
408	409	379
231	230	260
112	113	84
112	84	83
621	763	682
489	488	517
488	489	459
728	707	614
634	620	727
634	674	620
321	322	293
351	322	321
739	763	621
142	113	112
682	639	621
867	835	885
337	309	308
300	329	301
473	444	443
473	443	472
104	134	105
133	134	104
638	635	728
701	582	659
422	450	451
698	704	624
615	671	748
644	610	703
369	368	397
339	368	369
434	433	462
404	433	434
741	686	657
641	646	752
735	626	756
735	756	746
620	654	727
666	749	759
617	613	611
627	619	642
633	692	706
487	488	458
457	487	458
684	737	762
682	763	630
209	239	210
210	239	240
466	495	467
269	268	298
269	240	268
741	657	740
869	866	791
869	791	861
524	523	552
455	456	427
214	244	215
215	186	214
340	370	341
341	312	340
386	358	357
357	358	328
353	381	382
381	411	382
696	716	679
440	470	441
802	800	6
300	270	299
400	401	372
400	430	401
416	444	445
293	322	294
773	876	784
872	799	769
184	155	154
31	3	2
170	142	141
171	142	170
317	316	345
300	301	271
572	602	573
601	602	572
821	764	840
850	835	913
845	836	808
836	845	842
473	474	444
834	815	822
61	90	62
89	90	61
585	687	586
708	687	585
108	79	107
275	246	274
206	235	236
236	235	264
325	354	355
68	67	96
174	203	175
413	383	412
703	727	654
703	654	712
65	66	36
94	66	65
36	37	8
36	66	37
152	153	124
152	182	153
319	349	320
319	320	291
737	684	717
43	42	72
68	69	39
415	386	385
414	415	385
115	114	144
373	401	402
402	401	431
828	780	854
792	769	799
30	29	59
6	7	802
35	7	6
867	764	12
817	824	893
817	893	827
899	883	819
336	307	335
840	903	821
250	278	279
249	278	250
248	249	219
249	248	277
874	818	812
857	911	796
885	764	867
911	857	781
362	391	363
663	596	595
566	595	596
40	39	69
99	100	71
158	187	188
40	69	70
98	70	69
103	74	102
857	796	910
634	730	627
104	105	76
864	913	835
694	638	605
605	638	606
909	770	908
38	10	9
875	862	904
182	183	153
183	182	211
838	899	910
279	278	308
12	13	867
41	13	12
127	156	128
242	270	271
100	129	130
339	311	310
214	213	243
185	213	214
162	161	191
185	214	186
839	892	897
794	841	897
918	829	780
874	791	818
861	791	874
779	861	862
44	73	74
793	790	820
827	914	858
818	8	9
9	8	37
184	185	155
807	835	850
807	885	835
855	885	807
910	841	857
37	38	9
911	781	875
850	838	910
158	130	129
130	158	159
911	875	904
892	811	795
897	841	839
273	244	272
830	888	869
769	816	767
247	218	217
781	779	875
874	862	861
830	861	779
809	837	816
881	893	897
897	892	881
60	89	61
242	241	270
241	242	212
781	783	779
783	781	824
5	800	4
892	795	881
789	823	873
798	847	863
72	100	101
218	189	217
817	827	891
843	793	804
794	824	781
95	125	96
273	245	244
274	245	273
183	211	212
212	211	241
68	39	38
22	51	23
839	899	819
211	210	240
211	182	210
908	871	851
905	810	913
903	812	821
249	220	219
9	812	818
213	184	212
213	212	242
190	218	219
219	191	190
227	256	257
256	285	257
670	668	616
38	37	67
66	67	37
95	96	67
126	97	96
45	16	44
17	16	45
75	103	104
133	104	103
211	240	241
95	67	66
181	210	182
182	152	181
184	213	185
240	269	241
72	71	100
730	675	719
759	719	675
193	164	163
135	163	164
187	157	186
385	384	414
223	252	253
281	253	252
643	713	680
126	125	154
152	151	181
303	274	273
243	213	242
243	242	271
666	648	736
692	633	681
688	706	617
732	693	665
252	222	251
200	228	229
229	228	258
883	810	798
883	838	810
752	729	641
184	183	212
154	183	184
537	536	565
183	154	153
154	125	153
429	428	457
560	531	559
624	718	599
270	241	269
72	101	73
246	275	247
559	589	560
436	435	465
101	130	131
567	539	538
538	566	567
476	504	505
534	505	504
386	387	358
416	387	386
471	442	441
442	471	472
479	450	449
732	665	611
326	356	327
327	298	326
747	628	661
442	443	414
442	472	443
608	579	578
216	246	217
334	364	335
306	334	335
443	444	415
443	415	414
129	100	99
157	128	156
770	909	847
279	309	280
188	216	217
69	97	98
423	422	451
245	274	246
45	44	74
894	788	828
127	126	155
126	127	97
775	22	894
333	362	363
188	159	158
905	813	912
597	598	568
569	568	598
744	668	670
618	590	589
303	273	302
279	308	309
249	277	278
307	278	277
46	76	47
47	18	46
563	562	592
563	534	562
306	277	276
307	277	306
218	248	219
156	186	157
328	300	299
870	785	825
870	900	785
220	192	191
192	162	191
133	162	134
301	272	271
272	301	302
271	272	243
510	481	509
444	416	415
849	880	916
880	849	846
243	272	244
244	214	243
504	476	475
475	445	474
386	415	416
385	386	357
362	333	332
744	636	681
633	706	593
407	435	436
330	360	331
357	328	327
327	328	299
269	298	299
299	298	327
299	270	269
392	422	393
393	364	392
474	473	502
503	474	502
220	191	219
780	900	870
333	304	332
565	595	566
708	649	687
628	761	704
852	766	909
288	317	318
500	530	501
501	472	500
355	384	356
383	384	355
790	891	858
197	196	225
746	651	631
568	539	567
469	470	440
330	331	302
356	385	357
356	357	327
587	714	588
588	558	587
413	442	414
442	413	441
721	620	674
624	723	718
613	692	724
880	20	916
19	20	880
302	331	303
620	721	695
588	589	559
743	589	588
743	618	589
737	699	762
687	649	645
698	661	704
501	531	502
413	412	441
350	378	379
379	378	408
588	714	743
526	496	525
525	554	526
700	684	762
610	730	727
695	700	751
700	762	652
529	558	530
529	557	558
613	617	692
557	528	556
557	556	586
505	534	535
562	591	592
563	592	593
592	633	593
560	561	532
642	643	680
650	668	743
743	668	618
424	452	453
453	452	482
504	475	503
503	533	504
560	590	561
533	532	561
617	706	692
633	591	697
533	503	532
697	590	618
539	509	538
478	507	479
479	449	478
564	563	593
618	668	744
504	533	534
533	562	534
448	420	419
420	390	419
681	633	697
515	514	544
515	486	514
561	590	591
681	636	724
693	637	683
693	747	665
607	577	606
642	619	685
637	685	619
661	628	704
591	590	697
674	634	680
598	597	698
536	507	506
752	664	609
653	650	714
487	486	515
335	364	365
729	752	609
751	700	652
629	740	657
713	717	684
365	364	393
392	363	391
653	699	650
713	684	674
643	748	671
642	685	748
666	683	749
587	715	714
674	684	721
610	675	730
644	703	754
654	695	739
566	538	537
538	508	537
476	477	447
505	477	476
600	571	570
571	600	601
735	612	731
626	735	731
656	754	609
607	578	577
549	577	578
613	671	615
689	643	671
671	613	724
636	671	724
393	422	423
596	663	691
602	603	573
565	536	564
562	533	561
562	561	591
191	161	190
391	421	392
19	48	20
359	330	329
390	362	361
365	393	394
425	424	453
420	449	421
388	360	359
330	359	360
693	710	747
447	446	476
447	418	446
477	505	506
535	506	505
478	506	507
564	536	535
303	332	304
332	303	331
361	389	390
508	538	509
450	421	449
363	334	333
305	333	334
423	452	424
361	332	331
479	480	450
479	508	480
390	389	419
710	693	683
418	447	419
418	419	389
195	224	196
166	195	196
391	362	390
394	393	423
370	371	341
537	507	536
390	420	391
447	448	419
448	447	477
564	593	594
593	706	594
449	420	448
449	448	478
159	131	130
421	422	392
450	422	421
247	217	246
572	573	544
479	507	508
339	310	338
662	718	723
480	509	481
539	540	510
648	677	702
455	454	484
455	426	454
104	76	75
343	342	372
704	761	723
513	542	543
667	673	623
598	624	599
598	599	569
486	487	457
334	306	305
619	749	637
648	722	677
760	601	600
690	601	760
480	508	509
722	759	738
738	679	722
338	337	367
338	309	337
758	611	665
690	602	601
757	750	625
669	641	733
481	510	482
452	481	482
167	196	197
426	425	454
426	396	425
425	395	424
166	137	165
397	427	398
335	307	306
414	384	413
662	625	760
760	718	662
597	691	698
569	540	568
540	539	568
539	510	509
547	576	548
577	548	576
619	627	719
757	755	672
683	637	749
732	611	615
710	683	736
678	612	667
747	661	711
696	656	716
676	621	639
712	621	676
675	610	696
722	666	759
758	688	617
710	628	747
594	595	565
594	688	595
659	582	581
582	552	581
546	516	545
516	515	545
672	736	648
664	626	731
550	578	579
758	663	688
663	595	688
798	810	912
669	733	707
644	656	696
462	463	434
704	723	624
46	45	75
251	279	280
916	877	849
518	489	517
571	572	543
545	544	573
572	571	601
368	367	396
746	705	651
839	915	892
775	877	916
916	21	775
541	569	570
822	845	834
511	512	483
454	453	483
454	425	453
513	485	484
485	455	484
660	701	659
728	607	606
728	614	607
512	511	541
487	515	516
516	488	487
519	548	549
368	338	367
718	760	600
384	383	413
573	574	545
546	545	574
614	734	720
677	679	647
682	740	639
695	721	700
23	894	22
371	342	341
371	372	342
457	458	429
456	455	485
221	251	222
221	222	193
345	374	375
193	163	192
192	221	193
336	366	337
366	336	365
575	547	546
742	630	745
432	431	460
460	461	432
517	516	546
516	517	488
427	426	455
427	397	426
397	396	426
305	306	276
367	366	395
367	337	366
279	251	250
251	221	250
356	326	355
326	325	355
901	849	877
195	194	223
195	165	194
902	915	819
283	312	313
437	436	466
465	466	436
369	397	398
396	397	368
311	339	340
340	339	369
308	336	337
77	105	106
105	135	106
338	368	339
165	195	166
255	226	225
226	197	225
222	223	194
252	223	222
395	366	394
366	365	394
878	785	872
338	310	309
499	471	470
454	483	484
512	484	483
250	220	249
483	482	511
453	482	483
396	367	395
267	296	297
486	485	514
396	395	425
908	846	909
283	282	312
678	702	677
905	912	810
164	194	165
